GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), Timing Advance(°),Hybrid Battery Charge (%)(%),Engine Load(%),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Instant)(l/100km),Litres Per 100 Kilometer(Long Term Average)(l/100km),Trip average KPL(kpl),Trip average Litres/100 KM(l/100km),Fuel used (trip)(l),Turbo Pressure Control(bar),Actual engine % torque(%),Drivers demand engine % torque(%),CO₂ in g/km (Average)(g/km),Trip Distance(miles),Trip distance (stored in vehicle profile)(miles),Engine RPM(rpm),GPS Accuracy(m),GPS Altitude(m),GPS Latitude(°),GPS Longitude(°),GPS Bearing(°),GPS Satellites,NOx Post SCR(ppm),NOx Pre SCR(ppm),O2 Sensor1 Equivalence Ratio,Percentage of Idle driving(%),Percentage of Highway driving(%),Percentage of City driving(%),Throttle Position(Manifold)(%),Absolute Throttle Position B(%),Relative Accelerator Pedal Position(%),Torque(Nm),Engine kW (At the wheels)(kW),0-100kph Time(s),0-200kph Time(s),100-0kph Time(s),80-120kph Time(s),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Acceleration Sensor(Total)(g),Ambient air temp(°C),Engine Oil Temperature(°C),Engine Coolant Temperature(°C),Trip time(whilst stationary)(s),Trip Time(Since journey start)(s),Run time since engine start(s),Trip time(whilst moving)(s),Speed (GPS)(mph),Speed (OBD)(mph),Average trip speed(whilst stopped or moving)(mph),Average trip speed(whilst moving only)(mph)
Thu Dec 26 18:20:34 GMT+01:00 2019,26-dic-2019 18:20:41.581,13.97563856,41.95345314,15.99,11.596882,1012.68017578125,359.4,0.67035043,9.32195663,3.86950445,0.05713595,-,-,0,181.2480011,14.62712955,0,6.83646917,14.62712955,6.83646917,2.50412869,-,-,-,53.9040451,19.06874084,48.32872772,1622.5,11.59688187,1012.68017578,41.95345306,13.97563839,359.39999389999997,0,-,-,-,2.22980404,1.61116683,96.1590271,-,-,-,21.57905006,3.62133193,-,-,-,-,0.14989197,0.95049459,0.21850263,0.01392976,-,-,67,12.22500038,1889,2213,1877.08996582,35.76861191,32.93267441,36.45823288,36.73725128
Thu Dec 26 18:20:34 GMT+01:00 2019,26-dic-2019 18:20:42.332,13.97563856,41.95345314,15.99,11.596882,1012.68017578125,359.4,0.89312994,8.43323421,3.60121107,0.07520761,-,-,0,181.2480011,14.62775707,0,6.83617592,14.62775707,6.83617592,2.50412869,-,-,-,53.79645538,19.07557487,48.33556366,1632,11.59688187,1012.68017578,41.95345306,13.97563839,359.39999389999997,0,-,-,-,2.22891808,1.61052668,96.16055298,-,-,-,21.68471718,3.7060554,-,-,-,-,0.13035697,0.90971524,0.13572308,-0.05091874,-,-,67,12.22500038,1890,2214,1877.84094238,35.76861191,33.55404282,36.45700836,36.73589706
Thu Dec 26 18:20:43 GMT+01:00 2019,26-dic-2019 18:20:43.052,13.97537948,41.95474002,15.24,20.512404999999998,1013.1678466796876,337.0,1.14705062,8.67278194,4.07072496,0.02430562,-,-,0,181.2480011,14.62838364,0,6.83588314,14.62838364,6.83588314,2.50412869,-,-,-,53.68907547,19.08233261,48.34231949,1641.5,20.5124054,1013.16784668,41.95473862,13.97537994,337.0,0,-,-,-,2.2280705,1.60991418,96.16201782,-,-,-,21.68471718,3.7060554,-,-,-,-,0.01143771,0.92461061,0.31568924,0.01416744,-,-,67,12.22500038,1890,2214,1878.56005859,-,33.55404282,36.45578384,36.73454666
Thu Dec 26 18:20:44 GMT+01:00 2019,26-dic-2019 18:20:43.902,13.97535587,41.95475981,15.46,5.765815,1008.1512451171876,333.7,1.72915196,9.39621735,4.9546566,0.08997833,-,-,0,181.2480011,14.6290102,0,6.83559036,14.6290102,6.83559036,2.50412869,-,-,-,53.58191299,19.09032822,48.35031891,1662.5,5.76581478,1008.15124512,41.95476151,13.975356099999999,333.70001221,10,-,-,-,2.22706938,1.60919082,96.16374207,-,-,-,21.6398468,3.76750469,-,-,-,-,0.06540313,0.95928532,0.42313167,0.09498465,-,-,67,12.22500038,1891,2215,1879.41003418,-,34.17541504,36.45482635,36.73345947
Thu Dec 26 18:20:45 GMT+01:00 2019,26-dic-2019 18:20:44.635,13.97525574,41.95487132,15.43,3.9794147000000004,1007.025390625,329.2,2.01900482,8.6488266,4.034792899999999,0.03263152,-,-,0,181.2480011,14.62963676,0,6.83529758,14.62963676,6.83529758,2.50412869,-,-,-,53.47496033,19.09711456,48.35710144,1662,3.9794147000000004,1007.02539062,41.95487213,13.97525597,329.20001221,12,-,-,-,2.22620654,1.60856748,96.16522217,-,-,-,21.6398468,3.76750469,-,-,-,-,0.23853199,0.92216879,0.3523173,0.05481924,-,-,67,12.22500038,1892,2216,1880.14294434,34.51592636,32.93267441,36.45334244,36.73184586
Thu Dec 26 18:20:45 GMT+01:00 2019,26-dic-2019 18:20:45.362,13.97525574,41.95487132,15.43,3.9794147000000004,1007.025390625,329.2,2.73764849,8.91232967,4.00604725,0.04300786,-,-,0,181.2480011,14.63026333,0,6.83500481,14.63026333,6.83500481,2.50412869,-,-,-,53.3682251,19.10379982,48.36379242,1608.5,3.9794147000000004,1007.02539062,41.95487213,13.97525597,329.20001221,12,-,-,-,2.22535062,1.6079489,96.16670227,-,-,-,21.6398468,3.76750469,-,-,-,-,0.16747347,0.89579666,0.29102629,-0.00799569,-,-,67,12.22500038,1893,2217,1880.87097168,34.51592636,32.93267441,36.45185852,36.73023605
Thu Dec 26 18:20:46 GMT+01:00 2019,26-dic-2019 18:20:46.205,13.97516552,41.95497722,14.82,3.7900925,1006.70166015625,327.4,2.48851871,9.00575352,4.30308628,0.05599475,-,-,0,181.2480011,14.63088894,0,6.83471251,14.63088894,6.83471251,2.50412869,-,-,-,53.26170349,19.11137581,48.37136841,1595,3.79009247,1006.70166016,41.95497894,13.97516537,327.39999389999997,13,-,-,-,2.22435999,1.60723317,96.16840363,-,-,-,21.6398468,3.76750469,-,-,-,-,0.22754358,0.9573318999999999,0.35598013,0.08488803,-,-,67,12.22500038,1893,2217,1881.71398926,33.15139389,32.31130219,36.4501152,36.72835922
Thu Dec 26 18:20:47 GMT+01:00 2019,26-dic-2019 18:20:46.933,13.97507945,41.95508555,14.66,3.7900925,1004.860107421875,328.2,2.45258665,8.95305252,3.22272539,0.02277562,-,-,0,181.2480011,14.63151455,0,6.8344202,14.63151455,6.8344202,2.50412869,-,-,-,53.15539169,19.11785698,48.37784576,1564.5,3.79009247,1004.86010742,41.95508575,13.97507954,328.20001221,13,-,-,-,2.22350526,1.60661566,96.1698761,-,-,-,-,-,-,-,-,-,0.21802025,0.92192459,0.3098287,0.03255286,-,-,67,12.22500038,1894,2218,1882.4420166,32.79348373,31.68992996,36.44811249,36.72622299
Thu Dec 26 18:20:48 GMT+01:00 2019,26-dic-2019 18:20:47.655,13.97499776,41.95520196,14.41,3.7900925,1003.27978515625,331.4,3.28621292,9.87291718,3.4479002999999997,0.05704695,-,-,0,181.2480011,14.63214016,0,6.8341279,14.63214016,6.8341279,2.50412869,-,-,-,53.04929352,19.1241684,48.38415527,1556.5,3.79009247,1003.27978516,41.9552002,13.97499752,331.39999389999997,14,-,-,-,2.2226584,1.60600364,96.17134094,-,-,-,-,-,-,-,-,-,0.27638102,1.02375078,0.28638673,0.12898952,-,-,67,12.22500038,1895,2219,1883.16394043,32.23425293,31.68992996,36.44611359,36.72409058
Thu Dec 26 18:20:49 GMT+01:00 2019,26-dic-2019 18:20:48.504,13.97493474,41.95532974,14.58,3.7900925,1001.149169921875,336.7,2.59871054,9.35309792,3.02869153,0.05558592,-,-,0,181.2480011,14.63276577,0,6.83383608,14.63276577,6.83383608,2.50412869,-,-,-,52.94340515,19.13171577,48.39170456,1573,3.79009247,1001.14916992,41.9553299,13.97493458,336.70001221,18,-,-,-,2.22166204,1.60528374,96.17305756,-,-,-,21.70617485,3.57560849,-,-,-,-,0.32082316,0.91948277,0.22387475,0.02664048,-,-,67,12.22500038,1896,2220,1884.01403809,32.61452866,32.31130219,36.44437408,36.72222137
Thu Dec 26 18:20:49 GMT+01:00 2019,26-dic-2019 18:20:49.238,13.97493474,41.95532974,14.58,3.7900925,1001.149169921875,336.7,2.54121923,8.60570908,2.93766356,0.02046061,-,-,0,181.2480011,14.63339138,0,6.83354378,14.63339138,6.83354378,2.50412869,-,-,-,52.83773041,19.13827515,48.39826584,1590.5,3.79009247,1001.14916992,41.9553299,13.97493458,336.70001221,18,-,-,-,2.22080827,1.60466683,96.1745224,-,-,-,21.70617485,3.57560849,-,-,-,-,0.34035814,0.86283129,0.26172382,-0.00408685,-,-,67,12.22500038,1896,2220,1884.74304199,32.61452866,32.31130219,36.4426384,36.72035217
Thu Dec 26 18:20:50 GMT+01:00 2019,26-dic-2019 18:20:49.983,13.97488032,41.95546078,14.76,3.7900925,999.546630859375,343.0,2.75441694,8.98658943,3.17242026,0.06420622,-,-,0,181.2480011,14.63401604,0,6.83325195,14.63401604,6.83325195,2.50412869,-,-,-,52.73226547,19.1450634,48.40505219,1607,3.79009247,999.54663086,41.95545959,13.97488022,343.0,19,-,-,-,2.21993303,1.6040343,96.17603302,-,-,-,22.95610428,3.86324286,-,-,-,-,0.31325334,0.93804103,0.28272390000000003,0.06079905,-,-,67,12.22500038,1897,2221,1885.4909668,33.01717758,32.93267441,36.44116211,36.71875
Thu Dec 26 18:20:51 GMT+01:00 2019,26-dic-2019 18:20:50.833,13.97484319,41.95559451,14.88,3.7900925,998.1409912109376,349.0,3.40838242,8.96023941,3.39759541,0.04414587,-,-,0,181.2480011,14.63464069,0,6.83296061,14.63464069,6.83296061,2.50412869,-,-,-,52.62701035,19.15272903,48.41271973,1626,3.79009247,998.14099121,41.95559311,13.97484303,349.0,19,-,-,-,2.21893907,1.60331619,96.177742,-,-,-,22.95610428,3.86324286,-,-,-,-,0.20312482,0.92265719,0.2404795,0.00457529,-,-,67,12.22500038,1898,2222,1886.34094238,33.28561401,32.93267441,36.43968964,36.71714783
Thu Dec 26 18:20:52 GMT+01:00 2019,26-dic-2019 18:20:51.562,13.97482673,41.9557335,15.2,3.7900925,996.82763671875,354.8,2.64901567,7.95653439,4.52826118,0.05804451,-,-,0,181.2480011,14.6352644,0,6.83266926,14.6352644,6.83266926,2.50412869,-,-,-,52.52196884,19.15951729,48.41950226,1639,3.79009247,996.82763672,41.95573425,13.97482681,354.79998779,19,-,-,-,2.21808386,1.60269821,96.17921448,-,-,-,21.56470299,3.70135212,-,-,-,-,0.36697456,1.00250649,0.45756212,0.20480555,-,-,67,12.22500038,1899,2223,1887.07299805,34.00143051,33.55404282,36.43848038,36.71581268
Thu Dec 26 18:20:52 GMT+01:00 2019,26-dic-2019 18:20:52.282,13.97482673,41.9557335,15.2,3.7900925,996.82763671875,354.8,3.87550068,9.57108688,4.03718805,0.07012275,-,-,0,181.2480011,14.63588905,0,6.83237791,14.63588905,6.83237791,2.50412869,-,-,-,52.41713333,19.16609383,48.42608261,1612,3.79009247,996.82763672,41.95573425,13.97482681,354.79998779,19,-,-,-,2.21724558,1.60209262,96.18066406,-,-,-,21.56470299,3.70135212,-,-,-,-,0.1977527,0.87626159,0.320573,-0.00778307,-,-,67,12.22500038,1900,2224,1887.79101562,34.00143051,32.31130219,36.4367485,36.71395111
Thu Dec 26 18:20:53 GMT+01:00 2019,26-dic-2019 18:20:53.132,13.97482286,41.95586925,14.7,3.7900925,994.64013671875,0.3,2.92928672,9.789074900000001,2.94484997,0.06231777,-,-,0,181.2480011,14.63651276,0,6.83208656,14.63651276,6.83208656,2.50412869,-,-,-,52.31250763,19.17370605,48.43369293,1571.5,3.79009247,994.64013672,41.95586777,13.974823,0.30000001,20,-,-,-,2.21625423,1.60137618,96.18237305,-,-,-,21.56470299,3.70135212,-,-,-,-,0.32619527,0.88749427,0.28834021,0.02253189,-,-,67,12.22500038,1900,2224,1888.64099121,32.88296127,32.31130219,36.43501663,36.71208954
Thu Dec 26 18:20:54 GMT+01:00 2019,26-dic-2019 18:20:53.855,13.97483791,41.95600139,14.75,3.7900925,993.58837890625,5.7,3.497015,12.2132988,5.14389896,0.05778271,-,-,0,181.2480011,14.63713646,0,6.83179522,14.63713646,6.83179522,2.50412869,-,-,-,52.20809174,19.18017578,48.44016266,1580,3.79009247,993.58837891,41.95600128,13.97483826,5.69999981,21,-,-,-,2.21541262,1.60076821,96.18382263,-,-,-,21.56470299,3.70135212,-,-,-,-,0.24903207,0.9429248,0.23828182,0.03261166,-,-,67,12.22500038,1901,2225,1889.36303711,32.9948082,32.31130219,36.43329239,36.71023178
Thu Dec 26 18:20:55 GMT+01:00 2019,26-dic-2019 18:20:54.572,13.97487089,41.95612942,14.59,3.7900925,992.605712890625,11.7,1.70759273,9.19978714,2.92568588,0.03368708,-,-,0,181.2480011,14.63775921,0,6.83150434,14.63775921,6.83150434,2.50412869,-,-,-,52.10388565,19.18661118,48.44660187,1590.5,3.79009247,992.60571289,41.95613098,13.97487068,11.69999981,23,-,-,-,2.21457648,1.60016406,96.18525696,-,-,-,-,-,-,-,-,-,0.33962557,0.89872688,0.35158476,0.06195784,-,-,67,12.22500038,1902,2226,1890.08105469,32.63689804,32.31130219,36.43156433,36.70837402
Thu Dec 26 18:20:55 GMT+01:00 2019,26-dic-2019 18:20:55.414,13.97487089,41.95612942,14.59,3.7900925,992.605712890625,11.7,3.02989674,8.53623962,2.89454484,0.021679900000000002,-,-,0,181.2480011,14.63838291,0,6.83121347,14.63838291,6.83121347,2.50412869,-,-,-,51.99988556,19.19415092,48.45413971,1589,3.79009247,992.60571289,41.95613098,13.97487068,11.69999981,23,-,-,-,2.21359682,1.59945607,96.18695068,-,-,-,-,-,-,-,-,-,0.29689279,0.95073879,0.37795702,0.10513642,-,-,67,12.22500038,1903,2227,1890.92297363,32.63689804,32.31130219,36.42983627,36.70652008
Thu Dec 26 18:20:56 GMT+01:00 2019,26-dic-2019 18:20:56.135,13.974924599999998,41.95625789,14.76,3.7900925,991.220947265625,17.3,2.8286767000000004,8.67278194,3.47425056,0.0572197,-,-,0,181.2480011,14.63900566,0,6.83092308,14.63900566,6.83092308,2.50412869,-,-,-,51.89609146,19.20059395,48.46058273,1597,3.79009247,991.22094727,41.95625687,13.97492504,17.29999924,24,-,-,-,2.21275854,1.59885037,96.18839264,-,-,-,-,-,-,-,-,-,0.27149731,0.93633181,0.25513074,0.03792172,-,-,67,12.22500038,1903,2227,1891.64404297,33.01717758,32.31130219,36.42811203,36.70466614
Thu Dec 26 18:20:57 GMT+01:00 2019,26-dic-2019 18:20:56.863,13.97499741,41.95637689,14.78,3.7900925,989.946533203125,23.1,4.40969276,8.46677113,4.53305244,0.07345787,-,-,0,181.2480011,14.63962841,0,6.83063221,14.63962841,6.83063221,2.50412869,-,-,-,51.79250717,19.20718384,48.46717072,1609,3.79009247,989.9465332000001,41.95637512,13.97499752,23.10000038,24,-,-,-,2.21191263,1.59823918,96.18984985,-,-,-,-,-,-,-,-,-,0.18993869,0.99225062,0.14500222,0.03990513,-,-,67,12.22500038,1904,2228,1892.37194824,33.06191635,32.93267441,36.426651,36.70307541
Thu Dec 26 18:20:58 GMT+01:00 2019,26-dic-2019 18:20:57.705,13.97508387,41.95649667,14.9,3.7900925,988.83837890625,28.7,1.34827089,6.49529266,-0.8016786,-0.02515933,-,-,0,181.2480011,14.64025116,0,6.83034182,14.64025116,6.83034182,2.50412869,-,-,-,51.68912888,19.21487617,48.47486496,1626.5,3.79009247,988.83837891,41.95649719,13.975084299999999,28.70000076,24,-,-,-,2.2109375,1.59753466,96.19152832,-,-,-,21.4095993,3.64670444,-,-,-,-,0.35647449,0.86014515,0.33620101,0.02855118,-,-,67,12.22500038,1905,2229,1893.21203613,33.33034897,32.93267441,36.42518997,36.70148849
Thu Dec 26 18:20:58 GMT+01:00 2019,26-dic-2019 18:20:58.435,13.97508387,41.95649667,14.9,3.7900925,988.83837890625,28.7,2.75202131,10.48615932,2.54720044,0.15421802,-,-,0,181.2480011,14.64087296,0,6.8300519,14.64087296,6.8300519,2.50412869,-,-,-,51.58595657,19.22154427,48.48153687,1589,3.79009247,988.83837891,41.95649719,13.975084299999999,28.70000076,24,-,-,-,2.21008849,1.59692121,96.19299316,-,-,-,21.4095993,3.64670444,-,-,-,-,0.52056843,0.83426142,0.2539098,0.04545789,-,-,67,12.22500038,1906,2230,1893.94396973,33.33034897,32.93267441,36.42373276,36.69989777
Thu Dec 26 18:20:59 GMT+01:00 2019,26-dic-2019 18:20:59.164,13.97518389,41.956609,14.79,3.7900925,987.77001953125,34.5,2.50528717,9.25727844,4.034792899999999,0.05707899,-,-,0,181.2480011,14.64149475,0,6.82976151,14.64149475,6.82976151,2.50412869,-,-,-,51.48299026,19.22812462,48.48810959,1590.5,3.79009247,987.77001953,41.95660782,13.97518349,34.5,25,-,-,-,2.20924473,1.59631145,96.19444275,-,-,-,21.4095993,3.64670444,-,-,-,-,0.18310145,0.95977372,0.26221216,0.04241616,-,-,67,12.22500038,1906,2230,1894.67199707,33.08428574,32.31130219,36.42201233,36.69805145
Thu Dec 26 18:21:00 GMT+01:00 2019,26-dic-2019 18:20:59.986,13.97530022,41.95671336,14.78,3.7900925,986.8935546875,40.5,2.45737743,9.50640869,3.36884952,0.0771789,-,-,0,181.2480011,14.64211655,0,6.82947159,14.64211655,6.82947159,2.50412869,-,-,-,51.38022995,19.23553658,48.49552536,1601,3.79009247,986.89355469,41.95671463,13.97529984,40.5,25,-,-,-,2.20829391,1.59562457,96.19608307,-,-,-,21.4095993,3.64670444,-,-,-,-,0.28370667,0.95195973,0.31031707,0.07511219,-,-,67,12.22500038,1907,2231,1895.49304199,33.06191635,32.93267441,36.42055511,36.69646835
Thu Dec 26 18:21:01 GMT+01:00 2019,26-dic-2019 18:21:00.715,13.97542625,41.95680996,14.88,3.7900925,985.6773681640624,46.5,3.43473268,8.71829605,3.50539184,0.04147822,-,-,0,181.2480011,14.64273834,0,6.82918167,14.64273834,6.82918167,2.50412869,-,-,-,51.27767563,19.24222183,48.50221252,1622,3.79009247,985.67736816,41.95681,13.97542667,46.5,25,-,-,-,2.2074492,1.59501421,96.19754028,-,-,-,21.74601555,3.69375873,-,-,-,-,0.40067244,0.93682009,0.23120037,0.07175018,-,-,67,12.22500038,1908,2232,1896.22302246,33.28561401,32.93267441,36.4190979,36.69488525
Thu Dec 26 18:21:01 GMT+01:00 2019,26-dic-2019 18:21:01.445,13.97542625,41.95680996,14.88,3.7900925,985.6773681640624,46.5,3.61199808,8.49791145,3.05983281,0.05064122,-,-,0,181.2480011,14.64335918,0,6.82889175,14.64335918,6.82889175,2.50412869,-,-,-,51.17532349,19.24894524,48.50893784,1632.5,3.79009247,985.67736816,41.95681,13.97542667,46.5,25,-,-,-,2.20660758,1.59440601,96.19898987,-,-,-,21.74601555,3.69375873,-,-,-,-,0.25293908,0.91386652,0.17625821,-0.01201453,-,-,67,12.22500038,1909,2233,1896.9510498,33.28561401,33.55404282,36.4179039,36.69356537
Thu Dec 26 18:21:02 GMT+01:00 2019,26-dic-2019 18:21:02.294,13.97557113,41.95689447,15.16,3.7900925,984.7213134765624,52.1,2.80472183,9.72439766,3.52455568,0.0399426,-,-,0,181.2480011,14.64398003,0,6.82860231,14.64398003,6.82860231,2.50412869,-,-,-,51.07317734,19.25683975,48.51683044,1650,3.79009247,984.72131348,41.95689392,13.97557068,52.09999847,25,-,-,-,2.20562434,1.59369564,96.20068359,-,-,-,21.38023949,3.69431973,-,-,-,-,0.30690449,0.85233128,0.17576982,-0.05272985,-,-,67,12.22500038,1910,2234,1897.80200195,33.91195297,33.55404282,36.41670609,36.69224167
Thu Dec 26 18:21:03 GMT+01:00 2019,26-dic-2019 18:21:03.032,13.97572714,41.95696846,15.3,3.7900925,984.13134765625,57.8,2.68494797,9.8585434,2.99994588,0.07741706,-,-,0,181.2480011,14.64460087,0,6.82831287,14.64460087,6.82831287,2.50412869,-,-,-,50.97123718,19.2636776,48.52366638,1671,3.79009247,984.13134766,41.95697021,13.97572708,57.79999924,25,-,-,-,2.20477128,1.59307921,96.20214844,-,-,-,21.38023949,3.69431973,-,-,-,-,0.24390411,1.03302991,0.25586331,0.11988173,-,-,67,12.22500038,1910,2234,1898.54101562,34.22512436,34.17541504,36.41577148,36.691185
Thu Dec 26 18:21:04 GMT+01:00 2019,26-dic-2019 18:21:03.762,13.97589722,41.95703106,15.51,3.7900925,983.1923828125,63.7,3.38442755,8.85004807,2.80591202,0.0154565,-,-,0,181.2480011,14.64522171,0,6.82802343,14.64522171,6.82802343,2.50412869,-,-,-,50.86949921,19.2707119,48.53070068,1682.5,3.79009247,983.19238281,41.95703125,13.97589684,63.70000076,26,-,-,-,2.20392942,1.59247077,96.20359802,-,-,-,22.92344284,4.03899097,-,-,-,-,0.31691614,0.93169212,0.25097957,0.04518836,-,-,67,12.22500038,1911,2235,1899.27099609,34.69488144,34.17541504,36.41483688,36.69012833
Thu Dec 26 18:21:05 GMT+01:00 2019,26-dic-2019 18:21:04.605,13.97606664,41.95708953,15.65,3.7900925,982.229736328125,69.5,3.01791954,9.97592258,3.30656719,0.06117701,-,-,3.13725495,181.2480011,14.6458416,0,6.82773447,14.6458416,6.82773447,2.50412869,-,-,-,50.76795959,19.27874947,48.53874207,1694.5,3.79009247,982.22973633,41.95708847,13.97606659,69.5,26,-,-,-,2.20295787,1.59176886,96.20527649,-,-,-,22.92344284,4.03899097,-,-,-,-,0.33986977,0.88676172,0.16404884,-0.01397586,-,-,67,12.22500038,1912,2236,1900.11401367,35.00804901,34.79678726,36.4141655,36.68933487
Thu Dec 26 18:21:05 GMT+01:00 2019,26-dic-2019 18:21:05.334,13.97606664,41.95708953,15.65,3.7900925,982.229736328125,69.5,2.87419081,9.96634102,3.19637513,0.09569861,-,-,22.35294151,181.2480011,14.64646244,0,6.82744551,14.64646244,6.82744551,2.50412869,-,-,-,50.66662979,19.28587723,48.54586792,1731.5,3.79009247,982.22973633,41.95708847,13.97606659,69.5,26,-,-,-,2.20211959,1.59116304,96.20671844,-,-,-,43.20307541,7.833848,-,-,-,-,0.38016069,0.98565757,0.22485149999999998,0.10562482,-,-,67,12.22500038,1913,2237,1900.84204102,35.00804901,35.41815948,36.41374969,36.68880081
Thu Dec 26 18:21:06 GMT+01:00 2019,26-dic-2019 18:21:06.054,13.97625257,41.95712855,15.94,3.7900925,981.32080078125,76.1,3.3556818999999996,9.46568489,2.75800252,0.04639983,-,-,23.92156982,39.49059296,14.64708233,2.53219604,6.82715654,14.64708233,6.82715654,2.50511241,-,-,-,50.69918442,19.29297256,48.55296326,1756,3.79009247,981.32080078,41.95713043,13.97625256,76.09999847,26,-,-,-,2.20129108,1.59056449,96.20814514,-,-,-,43.20307541,7.833848,-,-,-,-,0.38846308,0.92583168,0.29761937,0.08026195,-,-,67,12.22500038,1913,2237,1901.56201172,35.65676498,36.03952789,36.41359329,36.68852997
Thu Dec 26 18:21:07 GMT+01:00 2019,26-dic-2019 18:21:06.894,13.97644584,41.95714894,16.3,3.7900925,980.023193359375,83.0,4.61091232,9.96634102,3.64672518,0.04897292,-,-,23.92156982,41.8736763,14.64770126,2.3880856,6.82686758,14.64770126,6.82686758,2.50612998,-,-,-,50.72406387,19.30144501,48.561435700000004,1786,3.79009247,980.02319336,41.95714951,13.97644615,83.0,26,-,-,-,2.20032525,1.58986664,96.20980835,-,-,-,43.74394608,8.1815834,-,-,-,-,0.22290401,0.95440161,0.21142118,0.02872473,-,-,67,12.22500038,1914,2238,1902.40197754,36.46205902,36.66090012,36.41369629,36.68851852
Thu Dec 26 18:21:08 GMT+01:00 2019,26-dic-2019 18:21:07.743,13.97664702,41.95715211,16.51,3.7900925,978.6739501953124,89.5,3.82519579,9.2045784,3.22272539,0.05983734,-,-,22.35294151,42.43476105,14.64832115,2.35650945,6.82657909,14.64832115,6.82657909,2.50717711,-,-,-,50.74723053,19.31015396,48.57014465,1824,3.79009247,978.6739502,41.95715332,13.97664738,89.5,26,-,-,-,2.19935012,1.58916199,96.21148682,-,-,-,43.74394608,8.1815834,-,-,-,-,0.36062571,0.96929705,0.13328123,0.0605545,-,-,67,12.22500038,1915,2239,1903.25097656,36.93181992,37.28227234,36.41405869,36.68876648
Thu Dec 26 18:21:09 GMT+01:00 2019,26-dic-2019 18:21:08.588,13.97685443,41.95713704,16.97,3.7900925,977.48779296875,96.3,4.07192993,9.16864586,3.49820542,0.02070737,-,-,23.13725471,45.2857666,14.64894009,2.20815349,6.82629061,14.64894009,6.82629061,2.50807261,-,-,-,50.76251602,19.31767273,48.57766342,1838.5,3.79009247,977.48779297,41.95713806,13.97685432,96.30000305,26,-,-,-,2.19838262,1.58846283,96.21315765,-,-,-,43.54402161,8.38359261,-,-,-,-,0.36648619,0.92094797,0.25049114,0.05169231,-,-,67,12.22500038,1916,2240,1904.09399414,37.9608078,37.90364456,36.41467667,36.68927383
Thu Dec 26 18:21:09 GMT+01:00 2019,26-dic-2019 18:21:09.448,13.97685443,41.95713704,16.97,3.7900925,977.48779296875,96.3,4.64924049,8.61050034,3.46706438,0.09439371,-,-,0,38.25365067,14.64955902,2.61407518,6.82600212,14.64955902,6.82600212,2.50951147,-,-,-,50.79920197,19.32815933,48.58815384,1872.5,3.79009247,977.48779297,41.95713806,13.97685432,96.30000305,26,-,-,-,2.19739056,1.58774614,96.21486664,-,-,-,43.54402161,8.38359261,-,-,-,-,0.33181158,0.93511075,0.06197849,0.00571309,-,-,66,12.22500038,1917,2241,1904.95898438,37.9608078,38.52501297,36.41555405,36.6900444
Thu Dec 26 18:21:10 GMT+01:00 2019,26-dic-2019 18:21:10.195,13.97706254,41.95710455,17.24,3.7900925,976.29833984375,102.8,3.50180626,7.9373702999999995,1.90042114,0.03844312,-,-,0,181.2480011,14.65017796,0,6.82571411,14.65017796,6.82571411,2.50951147,-,-,-,50.69780731,19.33604622,48.59603882,1894,3.79009247,976.29833984,41.95710373,13.97706223,102.80000305,26,-,-,-,2.1965394,1.58713114,96.21633148,-,-,-,19.53003883,3.87365603,-,-,-,-,0.28224155,0.92778516,0.24633999,0.030107599999999995,-,-,66,12.22500038,1917,2241,1905.70202637,38.56478119,38.52501297,36.41643143,36.69081116
Thu Dec 26 18:21:11 GMT+01:00 2019,26-dic-2019 18:21:10.922,13.97726569,41.9570568,17.49,3.7900925,975.102294921875,109.0,2.51486874,8.342206,3.42394567,0.06937224,-,-,0,181.2480011,14.65079594,0,6.82542562,14.65079594,6.82542562,2.50951147,-,-,-,50.59661102,19.34388924,48.60388184,1898.5,3.79009247,975.10229492,41.95705795,13.97726536,109.0,26,-,-,-,2.19570589,1.5865289,96.21776581,-,-,-,19.53003883,3.87365603,-,-,-,-,0.27174145,0.9754016999999999,0.26734012,0.07748947,-,-,66,12.22500038,1918,2242,1906.43005371,39.12401199,39.14638519,36.41756439,36.69183731
Thu Dec 26 18:21:12 GMT+01:00 2019,26-dic-2019 18:21:11.764,13.9774655,41.95699784,17.71,3.7900925,974.1873779296876,111.8,2.19387484,8.63685036,4.64324379,0.04453347,-,-,0,181.2480011,14.65141392,0,6.82513762,14.65141392,6.82513762,2.50951147,-,-,-,50.49562073,19.35297203,48.61296463,1907.5,3.79009247,974.18737793,41.95699692,13.97746563,111.80000305,26,-,-,-,2.19474268,1.58583295,96.21942139,-,-,-,19.53003883,3.87365603,-,-,-,-,0.1997062,0.87455225,0.32325903,-0.00775769,-,-,66,12.22500038,1919,2243,1907.27197266,39.61613846,38.52501297,36.41844177,36.69260788
