GPS Time,Device Time,Longitude,Latitude,GPS Speed (Meters/second),Altitude,G(x),G(y),G(z),Kilometers Per Litre(Instant)(kpl),Litres Per 100 Kilometer(Instant)(l/100km),Actual engine % torque(%),Engine RPM(rpm),GPS Accuracy(m),GPS Altitude(m),GPS Latitude(°),GPS Longitude(°),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Acceleration Sensor(Total)(g),Run time since engine start(s)
Thu Dec 26 18:33:08 GMT+01:00 2019,26-dic-2019 18:33:08.162,13.93962755,42.04693512,8.76,466.279052734375,1.06081343,8.61529064,4.53784323,181.2480011,0,-,1914.5,3.79009247,466.27905273,42.04693604,13.93962765,0.04879838,0.92778516,0.41922471,0.06467601,2959
Thu Dec 26 18:33:09 GMT+01:00 2019,26-dic-2019 18:33:09.001,13.93964128,42.04700198,7.83,466.1362915039063,-1.24124146,8.44760704,6.02303982,181.2480011,0,-,1776.5,3.79009247,466.1362915,42.04700089,13.939641,-0.00296935,0.85037774,0.35939872,-0.03313046,2960
Thu Dec 26 18:33:10 GMT+01:00 2019,26-dic-2019 18:33:09.740,13.939628200000001,42.04706376,7.08,465.88665771484375,-1.55504918,9.39382076,5.179831500000001,181.2480011,0,-,1630,3.79009247,465.88665771,42.04706192,13.939628599999999,-0.05131846,0.92436653,0.50981826,0.10896581,2961
Thu Dec 26 18:33:11 GMT+01:00 2019,26-dic-2019 18:33:10.479,13.93958466,42.04711223,6.55,465.77764892578125,-3.25344324,8.82130241,2.93287253,181.2480011,0,-,1567.5,3.79009247,465.77764893,42.04711151,13.93958473,-0.36485508,0.93584341,0.23168875,0.05816076,2962
Thu Dec 26 18:33:11 GMT+01:00 2019,26-dic-2019 18:33:11.323,13.93958466,42.04711223,6.55,465.77764892578125,-1.93353474,9.45610428,2.55199146,30.96451569,3.22943592,-,1552,3.79009247,465.77764893,42.04711151,13.93958473,-0.34263402,0.93144792,0.18358383,0.03254114,2963
Thu Dec 26 18:33:12 GMT+01:00 2019,26-dic-2019 18:33:12.293,13.93951847,42.04714832,6.5,465.7445068359375,-1.96946692,10.18912029,2.3483758,6.07265377,16.46692276,-,1675.5,3.79009247,465.74450684,42.04714966,13.93951893,-0.11553974,0.94805276,0.16429302,-0.00870016,2964
Thu Dec 26 18:33:13 GMT+01:00 2019,26-dic-2019 18:33:13.023,13.93943024,42.04717073,7.4,465.69769287109375,-0.9561795,9.65013695,2.11361885,3.46069598,28.89531898,-,1898,3.79009247,465.69769287,42.04717255,13.93943024,-0.08184189,0.93218052,0.1161881,-0.03925744,2964
Thu Dec 26 18:33:14 GMT+01:00 2019,26-dic-2019 18:33:13.862,13.93932651,42.0471873,8.6,465.786376953125,-1.87843871,9.58306313,3.15086102,5.03536749,19.85910988,-,2110,3.79009247,465.78637695,42.04718781,13.93932629,-0.00858566,0.92729676,0.28931698,0.00608744,2965
Thu Dec 26 18:33:15 GMT+01:00 2019,26-dic-2019 18:33:14.701,13.9392167,42.04720321,9.11,465.58624267578125,-0.14890325,9.36747074,3.71140289,49.62934113,2.0148952,-,1578.5,3.79009247,465.58624268,42.04720306,13.93921661,-0.04545796,0.91923857,0.30689844,0.00664014,2966
Thu Dec 26 18:33:15 GMT+01:00 2019,26-dic-2019 18:33:15.425,13.9392167,42.04720321,9.11,465.58624267578125,0.74700576,8.5098896,1.93874896,181.2480011,0,-,1469,3.79009247,465.58624268,42.04720306,13.93921661,0.0192517,0.91118044,0.1608744,-0.05169095,2967
Thu Dec 26 18:33:16 GMT+01:00 2019,26-dic-2019 18:33:16.274,13.93910481,42.04722176,9.15,465.5084838867188,-0.17285803,9.25967407,3.49581003,14.96830845,6.6806426,-,1444,3.79009247,465.50848389,42.04722214,13.93910503,0.02218195,0.98126221,0.20629326,0.02854535,2968
Thu Dec 26 18:33:17 GMT+01:00 2019,26-dic-2019 18:33:17.124,13.93898889,42.04723866,9.72,465.5751953125,0.56494933,9.86093903,2.70051122,11.56462193,8.64688206,-,1517.5,3.79009247,465.57519531,42.0472374,13.93898869,0.18114796,1.02692521,0.18504895,0.08140718,2968
Thu Dec 26 18:33:18 GMT+01:00 2019,26-dic-2019 18:33:17.854,13.93886715,42.04726025,10.24,465.719482421875,1.77706146,9.72918797,4.65522194,11.35463047,8.80679607,-,1574.5,3.79009247,465.71948242,42.04726028,13.93886757,0.24146226,0.96245974,0.13767658,0.02070288,2969
Thu Dec 26 18:33:19 GMT+01:00 2019,26-dic-2019 18:33:18.704,13.93874184,42.04728325,10.6,465.6116943359375,1.90641737,10.18672466,2.09205961,14.84915352,6.73425055,-,1612,3.79009247,465.61169434,42.04728317,13.93874168,0.01558889,0.92680848,0.36696857,0.03827395,2970
Thu Dec 26 18:33:20 GMT+01:00 2019,26-dic-2019 18:33:19.550,13.93861643,42.04731191,10.82,465.40570068359375,-0.21837211,8.18650055,3.0789969,13.39330196,7.46626329,-,1649,3.79009247,465.40570068,42.04731369,13.93861675,0.28590435,0.82791251,0.17479308,-0.08170396,2971
Thu Dec 26 18:33:20 GMT+01:00 2019,26-dic-2019 18:33:20.275,13.93861643,42.04731191,10.82,465.40570068359375,1.89204454,10.29931164,2.93287253,14.44833946,6.92106676,-,1670,3.79009247,465.40570068,42.04731369,13.93861675,0.17699677,0.88578492,-0.06304546,-0.09564003,2972
Thu Dec 26 18:33:21 GMT+01:00 2019,26-dic-2019 18:33:21.122,13.9384842,42.04734083,11.14,465.44677734375,0.10022652,8.45479393,2.94245434,10.69429302,9.35058784,-,1737,3.79009247,465.44677734,42.04734039,13.93848419,0.16698508,0.97637844,0.34425911,0.08598821,2972
Thu Dec 26 18:33:22 GMT+01:00 2019,26-dic-2019 18:33:21.962,13.93834772,42.04736863,11.62,465.5950927734375,1.42732167,9.88968468,6.35601139,14.79848385,6.75730848,-,1774.5,3.79009247,465.59509277,42.0473671,13.93834782,0.11594993,0.94878525,0.37429416,0.06741316,2973
Thu Dec 26 18:33:23 GMT+01:00 2019,26-dic-2019 18:33:22.696,13.93820591,42.04739373,11.87,465.2730712890625,1.33389795,7.22112274,3.57006979,23.00680542,4.34644938,-,1792.5,3.79009247,465.27307129,42.047393799999995,13.93820572,-0.05278358,1.06550694,0.2167933,0.11323641,2974
Thu Dec 26 18:33:24 GMT+01:00 2019,26-dic-2019 18:33:23.535,13.93806757,42.04741920000001,11.66,465.17462158203125,1.96390891,8.64403629,4.06593418,181.2480011,0,-,1756.5,3.79009247,465.17462158,42.0474205,13.93806744,0.19311313,0.93291306,0.26538661,0.02070481,2975
Thu Dec 26 18:33:24 GMT+01:00 2019,26-dic-2019 18:33:24.373,13.93806757,42.04741920000001,11.66,465.17462158203125,1.60698259,9.03449917,3.72338033,181.2480011,0,-,1734.5,3.79009247,465.17462158,42.0474205,13.93806744,0.19726431,0.96709931,0.23754923,0.04349287,2976
Thu Dec 26 18:33:25 GMT+01:00 2019,26-dic-2019 18:33:25.101,13.93793157,42.04744028,11.46,464.69720458984375,2.10524225,9.11115456,3.78566265,181.2480011,0,-,1707,3.79009247,464.69720459,42.04743958,13.93793201,0.15770596,0.91752934,0.27515411,0.00407189,2976
Thu Dec 26 18:33:26 GMT+01:00 2019,26-dic-2019 18:33:25.941,13.93779647,42.04745897,11.23,464.522216796875,1.24766076,9.04408073,3.53892851,181.2480011,0,-,1688.5,3.79009247,464.5222168000001,42.04745865,13.93779659,0.22559007,0.90751761,0.31324735,0.02272514,2977
Thu Dec 26 18:33:27 GMT+01:00 2019,26-dic-2019 18:33:26.664,13.93766548,42.04747376,11.05,464.373779296875,1.46804476,8.96263504,3.4455049,181.2480011,0,-,1668,3.79009247,464.3737793000001,42.04747391,13.93766594,0.23828782,0.97906458,0.22704919,0.05975308,2978
Thu Dec 26 18:33:27 GMT+01:00 2019,26-dic-2019 18:33:27.398,13.93766548,42.04747376,11.05,464.373779296875,1.49199963,8.9147253,3.28500795,181.2480011,0,-,1645,3.79009247,464.3737793000001,42.04747391,13.93766594,0.26050887,0.88554072,0.30885199,0.00990278,2979
Thu Dec 26 18:33:28 GMT+01:00 2019,26-dic-2019 18:33:28.242,13.93753756,42.04748523,10.89,464.2442626953125,2.10045099,8.91233063,4.5617981,181.2480011,0,-,1619,3.79009247,464.24426270000004,42.04748535,13.93753719,0.18798520000000002,0.88480812,0.24560744,-0.03133644,2980
Thu Dec 26 18:33:29 GMT+01:00 2019,26-dic-2019 18:33:28.964,13.93740619,42.0474972,10.67,464.1390380859375,2.04295969,9.52078152,3.58204699,181.2480011,0,-,1595.5,3.79009247,464.13903809,42.0474968,13.93740654,0.20922953,0.90849429,0.34230563,0.03223102,2980
Thu Dec 26 18:33:30 GMT+01:00 2019,26-dic-2019 18:33:29.694,13.93727681,42.04750989,10.5,464.179931640625,1.55188656,9.15427303,4.11623907,181.2480011,0,-,1572.5,3.79009247,464.17993164,42.04750824,13.93727684,0.24146226,0.91581994,0.22949104,0.00313595,2981
Thu Dec 26 18:33:31 GMT+01:00 2019,26-dic-2019 18:33:30.542,13.93715362,42.04752372,10.28,463.8624267578125,1.86569428,9.00335789,3.09576511,181.2480011,0,-,1543.5,3.79009247,463.86242676,42.0475235,13.93715382,0.25855535,0.89628494,0.22997943,-0.01018535,2982
Thu Dec 26 18:33:31 GMT+01:00 2019,26-dic-2019 18:33:31.264,13.93715362,42.04752372,10.28,463.8624267578125,2.20824766,8.75901985,4.06353855,181.2480011,0,-,1524.5,3.79009247,463.86242676,42.0475235,13.93715382,0.17113626,0.87992442,0.27881691,-0.02649905,2983
Thu Dec 26 18:33:32 GMT+01:00 2019,26-dic-2019 18:33:31.994,13.93703116,42.04753525,10.09,463.8248291015625,2.16033816,9.07043171,3.96771932,181.2480011,0,-,1506.5,3.79009247,463.82482910000004,42.04753494,13.93703079,0.24952042,0.88065702,0.19261876,-0.038712300000000005,2983
Thu Dec 26 18:33:33 GMT+01:00 2019,26-dic-2019 18:33:32.842,13.93691656,42.04754584,9.88,463.3712768554688,1.54709554,8.51947212,3.90543652,181.2480011,0,-,1495.5,3.79009247,463.37127686,42.04754639,13.93691635,0.29127648,0.81594735,0.33351490000000006,-0.03088253,2984
Thu Dec 26 18:33:34 GMT+01:00 2019,26-dic-2019 18:33:33.570,13.93680274,42.04755794,9.71,463.365234375,1.87527621,7.44629717,6.95488071,181.2480011,0,-,1472.5,3.79009247,463.36523438,42.04755783,13.93680286,-0.10772575,0.87626159,0.16233952,-0.07867439,2985
Thu Dec 26 18:33:34 GMT+01:00 2019,26-dic-2019 18:33:34.293,13.93680274,42.04755794,9.71,463.365234375,1.21651959,8.63924599,4.48514271,181.2480011,0,-,1450.5,3.79009247,463.36523438,42.04755783,13.93680286,0.13377559,0.9016571,0.29420075,-0.0065466000000000005,2986
Thu Dec 26 18:33:35 GMT+01:00 2019,26-dic-2019 18:33:35.142,13.9366872,42.04756104,9.56,463.27001953125,2.37832665,8.92191219,4.91872406,181.2480011,0,-,1429.5,3.79009247,463.27001953,42.04756165,13.93668747,0.06906594,0.94585502,0.26563081,0.01676136,2986
Thu Dec 26 18:33:36 GMT+01:00 2019,26-dic-2019 18:33:35.863,13.93657093,42.04755891,9.39,463.5751953125,-0.07703889,8.75901985,3.67786646,181.2480011,0,-,1398,3.79009247,463.57519531,42.04755783,13.93657112,-0.01249266,0.9756459000000001,0.35866621,0.07852215,2987
Thu Dec 26 18:33:37 GMT+01:00 2019,26-dic-2019 18:33:36.591,13.93646327,42.04755629,8.92,463.1817626953125,-0.89150161,9.52078152,3.38082719,181.2480011,0,-,1358.5,3.79009247,463.18176270000004,42.04755783,13.93646336,0.52081263,0.79421467,0.21435142,0.00076144,2988
Thu Dec 26 18:33:37 GMT+01:00 2019,26-dic-2019 18:33:37.442,13.93646327,42.04755629,8.92,463.1817626953125,1.25245178,8.08109951,1.28957427,181.2480011,0,-,1332,3.79009247,463.18176270000004,42.04755783,13.93646336,0.11204293,0.6967839,0.29346818,-0.19171496,2989
Thu Dec 26 18:33:38 GMT+01:00 2019,26-dic-2019 18:33:38.162,13.93635907,42.04754128,8.8,463.127197265625,1.73873377,10.0094595,6.02303982,181.2480011,0,-,1306.5,3.79009247,463.12719727,42.04754257,13.93635941,0.10007773,1.08504176,0.26465404,0.14943731,2989
Thu Dec 26 18:33:39 GMT+01:00 2019,26-dic-2019 18:33:38.882,13.93626605,42.0475135,8.58,463.1175537109375,0.75179666,8.85244274,4.1881032,131.95417786,0.75782305,-,1285,3.79009247,463.11755371,42.04751205,13.93626595,0.21435745,0.9294945,0.16209534,-0.01041832,2990
Thu Dec 26 18:33:40 GMT+01:00 2019,26-dic-2019 18:33:39.724,13.93617568,42.04748411,8.36,462.82080078125,1.85371685,8.11463547,7.77653027,181.2480011,0,-,1262,3.79009247,462.82080078,42.04748535,13.93617535,0.20678765,0.73341197,0.36550343,-0.10675166,2991
Thu Dec 26 18:33:41 GMT+01:00 2019,26-dic-2019 18:33:40.583,13.93608581,42.04744821,8.42,462.3748779296875,-0.1201575,8.84046555,3.80722213,54.19917297,1.84500825,-,1279.5,3.79009247,462.37487793,42.0474472,13.9360857,-0.04399284,0.91948277,0.29517749,0.00211523,2992
Thu Dec 26 18:33:41 GMT+01:00 2019,26-dic-2019 18:33:41.309,13.93608581,42.04744821,8.42,462.3748779296875,2.04535532,11.26468945,4.60970736,10.49587917,9.52735043,-,1321.5,3.79009247,462.37487793,42.0474472,13.9360857,-0.0679232,0.95147139,0.18700245,-0.00352625,2993
Thu Dec 26 18:33:42 GMT+01:00 2019,26-dic-2019 18:33:42.151,13.93599564,42.04740463,8.79,462.423583984375,1.18777382,9.69565201,2.76758432,8.01507473,12.47623062,-,1397.5,3.79009247,462.42358398,42.04740524,13.93599606,0.10838010000000002,0.95488995,0.26025867,0.02667775,2993
Thu Dec 26 18:33:43 GMT+01:00 2019,26-dic-2019 18:33:42.994,13.93590471,42.04735496,9.24,462.1160888671875,-1.54786265,9.13031769,3.52695131,11.41871548,8.75737095,-,1450.5,3.79009247,462.11608887,42.04735565,13.935904500000001,0.33156738,0.84061033,0.00923401,-0.0894722,2994
Thu Dec 26 18:33:44 GMT+01:00 2019,26-dic-2019 18:33:43.722,13.9358133,42.04729956,9.89,462.0982666015625,2.20106125,8.73506451,3.50778723,13.0203104,7.6801486,-,1496,3.79009247,462.09826660000004,42.04729843,13.93581295,0.17553166,0.88871515,0.30518913,-0.00728794,2995
Thu Dec 26 18:33:45 GMT+01:00 2019,26-dic-2019 18:33:44.572,13.93572465,42.04724115,9.8,462.2489013671875,2.26334381,8.23440933,4.05156088,33.44365692,2.99004126,-,1487,3.79009247,462.24890137,42.04724121,13.93572426,0.26514843,0.92094791,0.19921182,0.00432326,2996
Thu Dec 26 18:33:45 GMT+01:00 2019,26-dic-2019 18:33:45.424,13.93572465,42.04724115,9.8,462.2489013671875,1.35066628,9.23092842,3.34489489,181.2480011,0,-,1448.5,3.79009247,462.24890137,42.04724121,13.93572426,0.23315987,0.88676172,0.31886366,0.00839036,2997
Thu Dec 26 18:33:46 GMT+01:00 2019,26-dic-2019 18:33:46.150,13.93564145,42.04717998,9.62,462.3179931640625,2.10524201,9.27165127,3.01910973,181.2480011,0,-,1408.5,3.79009247,462.31799316,42.04718018,13.93564129,0.17797352,0.92070371,0.30934033,0.02354523,2997
Thu Dec 26 18:33:47 GMT+01:00 2019,26-dic-2019 18:33:47.012,13.93556023,42.0471195,9.37,462.280517578125,3.11613417,9.08720016,4.18570805,181.2480011,0,-,1375,3.79009247,462.28051758,42.04711914,13.93556023,0.16258973,0.90995944,0.35964292,0.03269625,2998
Thu Dec 26 18:33:48 GMT+01:00 2019,26-dic-2019 18:33:47.736,13.93548477,42.04706453,8.97,462.3687133789063,2.40228152,9.05126762,1.24645567,181.2480011,0,-,1331,3.79009247,462.36871338,42.04706573,13.93548489,0.08274043,0.91777343,0.38284072,0.04068674,2999
Thu Dec 26 18:33:48 GMT+01:00 2019,26-dic-2019 18:33:48.462,13.93548477,42.04706453,8.97,462.3687133789063,3.47066498,10.17235184,3.14846563,181.2480011,0,-,1313.5,3.79009247,462.36871338,42.04706573,13.93548489,0.10764754,0.64477199,0.25293303,-0.25685954,3000
Thu Dec 26 18:33:49 GMT+01:00 2019,26-dic-2019 18:33:49.304,13.93540889,42.04701083,8.74,462.3765869140625,3.96652889,8.4523983,3.19397974,181.2480011,0,-,1267,3.79009247,462.37658691,42.04701233,13.93540859,0.34621868,0.95928532,0.29957286,0.09570707,3001
Thu Dec 26 18:33:50 GMT+01:00 2019,26-dic-2019 18:33:50.032,13.93533547,42.04695898,8.22,462.183349609375,4.69715023,8.342206,2.60469198,169.74320984,0.58911294,-,1180.5,3.79009247,462.18334961,42.04695892,13.93533516,0.43705639,0.81472635,0.22997943,-0.01799067,3001
Thu Dec 26 18:33:51 GMT+01:00 2019,26-dic-2019 18:33:50.873,13.93526222,42.0469248,7.27,462.2067260742188,3.87310529,7.98048878,4.29589987,90.05128479,1.11045516,-,941,3.79009247,462.20672607,42.04692459,13.93526268,0.31764874,0.82180786,0.11911834,-0.09179023,3002
Thu Dec 26 18:33:52 GMT+01:00 2019,26-dic-2019 18:33:51.724,13.93518133,42.04691068,6.52,463.37890625,3.43712807,8.46916676,3.3616631,181.2480011,0,-,1484,3.79009247,463.37890625,42.04690933,13.93518162,0.42142838,0.84940106,0.18114194,-0.01066021,3003
Thu Dec 26 18:33:52 GMT+01:00 2019,26-dic-2019 18:33:52.446,13.93518133,42.04691068,6.52,463.37890625,2.52684641,8.60570908,3.54851055,181.2480011,0,-,1441,3.79009247,463.37890625,42.04690933,13.93518162,0.39676544,0.93999445,0.15232784,0.05139748,3004
Thu Dec 26 18:33:53 GMT+01:00 2019,26-dic-2019 18:33:53.171,13.93510692,42.04691008,6.04,462.7996826171875,4.37376022,8.54103088,2.08966398,16.02898407,6.23856878,-,1452.5,3.79009247,462.79968262,42.04690933,13.93510723,0.36428851,0.93901771,0.20629326,0.05310650000000001,3004
Thu Dec 26 18:33:54 GMT+01:00 2019,26-dic-2019 18:33:54.001,13.93503814,42.04692817,6.32,462.4935302734375,3.8802917000000003,9.03210449,1.38299787,12.03543377,8.30862617,-,1537.5,3.79009247,462.49353027,42.04692841,13.93503857,0.30836961,0.91093624,0.05758311,-0.02512663,3005
Thu Dec 26 18:33:55 GMT+01:00 2019,26-dic-2019 18:33:54.858,13.93496813,42.04694857,6.27,462.5621948242188,0.99134451,9.43933487,3.60121107,6.17352343,16.19786835,-,1685,3.79009247,462.56219482,42.04694748,13.93496799,0.32717204,0.95098299,0.19432807,0.04823165,3006
Thu Dec 26 18:33:56 GMT+01:00 2019,26-dic-2019 18:33:55.581,13.93488233,42.0469936,7.88,462.6937255859375,1.90162635,9.76032925,3.40238619,5.09956932,19.60909081,-,1864,3.79009247,462.69372559,42.04699326,13.93488216,0.14818266,0.9573318999999999,0.20995606,0.01745868,3007
Thu Dec 26 18:33:56 GMT+01:00 2019,26-dic-2019 18:33:56.424,13.93488233,42.0469936,7.88,462.6937255859375,2.49810052,10.18911934,5.11754894,6.43394709,15.54223537,-,2007,3.79009247,462.69372559,42.04699326,13.93488216,0.23315987,0.78884256,0.08175767,-0.15729192,3008
Thu Dec 26 18:33:57 GMT+01:00 2019,26-dic-2019 18:33:57.274,13.93479741,42.04704082,8.6,462.4033203125,1.07997727,9.51359558,3.62756157,12.12746334,8.2455759,-,2097.5,3.79009247,462.40332031,42.04703903,13.93479729,0.20165969,0.87894762,0.24365391,-0.03462442,3009
Thu Dec 26 18:33:58 GMT+01:00 2019,26-dic-2019 18:33:58.003,13.93470986,42.0470828,8.62,462.15625,1.6572876,9.18301868,3.44310951,8.94509506,11.1790781,-,2015.5,3.79009247,462.15625,42.04708099,13.93470955,0.16454321,0.91337806,0.31959617,0.01887385,3009
Thu Dec 26 18:33:59 GMT+01:00 2019,26-dic-2019 18:33:58.840,13.93462364,42.04713612,9.23,462.3228759765625,1.71238363,8.60570908,3.05983281,181.2480011,0,-,1345.5,3.79009247,462.32287598,42.0471344,13.93462372,0.24903207,0.88676172,0.26465404,-0.00903756,3010
Thu Dec 26 18:34:00 GMT+01:00 2019,26-dic-2019 18:33:59.693,13.93453207,42.04718698,9.31,461.9822998046875,2.04056406,8.1577549,3.64672518,20.70014381,4.83078384,-,1408,3.79009247,461.98229979999996,42.04718781,13.93453217,0.06247288,1.15951896,0.23999111,0.21036419,3011
Thu Dec 26 18:34:00 GMT+01:00 2019,26-dic-2019 18:34:00.423,13.93453207,42.04718698,9.31,461.9822998046875,2.07170534,9.15427303,3.11492872,16.13891983,6.19607258,-,1457.5,3.79009247,461.98229979999996,42.04718781,13.93453217,0.2053225,0.9573318999999999,0.25879353,0.04312874,3012
Thu Dec 26 18:34:01 GMT+01:00 2019,26-dic-2019 18:34:01.273,13.93444196,42.04723997,9.64,461.7106323242188,1.35066628,8.94586658,2.88256741,12.43065166,8.04446316,-,1500,3.79009247,461.71063232,42.04724121,13.93444157,0.18212472,0.91093624,0.18163033,-0.02895221,3013
Thu Dec 26 18:34:02 GMT+01:00 2019,26-dic-2019 18:34:02.123,13.93434601,42.04729679,10.08,461.1346435546875,1.88964903,9.37226105,3.02629614,12.90650463,7.74787045,-,1567.5,3.79009247,461.13464355,42.04729843,13.9343462,0.17943865,1.01642513,0.26831684,0.09626471,3013
Thu Dec 26 18:34:03 GMT+01:00 2019,26-dic-2019 18:34:02.850,13.93424326,42.04735345,10.52,460.9466552734375,3.67907143,8.01163006,4.99298429,12.5610466,7.96095419,-,1603,3.79009247,460.94665527,42.04735184,13.934243200000001,0.22095051,0.95611084,0.15721157,0.01480447,3014
Thu Dec 26 18:34:04 GMT+01:00 2019,26-dic-2019 18:34:03.688,13.93413711,42.04741209,10.9,460.4962158203125,1.23089242,7.91341543,2.34358501,13.54719162,7.38145018,-,1632,3.79009247,460.49621582,42.04741287,13.93413734,0.22436912,0.86722666,0.23193292,-0.04437102,3015
Thu Dec 26 18:34:05 GMT+01:00 2019,26-dic-2019 18:34:04.529,13.93403535,42.04747162,10.77,460.3995971679688,2.63224745,9.372262,4.44441938,181.2480011,0,-,1617,3.79009247,460.39959717,42.04747009,13.9340353,0.16405484,1.00079727,0.3796663,0.12225174,3016
Thu Dec 26 18:34:06 GMT+01:00 2019,26-dic-2019 18:34:05.489,13.9339365,42.04753261,10.63,460.57122802734375,0.8524068000000001,8.96503067,2.65260148,181.2480011,0,-,1604,3.79009247,460.57122803,42.04753113,13.93393612,0.20776439,0.89775008,0.22240962,-0.02341383,3017
Thu Dec 26 18:34:06 GMT+01:00 2019,26-dic-2019 18:34:06.215,13.9339365,42.04753261,10.63,460.57122802734375,1.88246262,8.5913353,1.61056828,181.2480011,0,-,1564.5,3.79009247,460.57122803,42.04753113,13.93393612,0.00728652,0.90825021,0.20629326,-0.04113869,3017
Thu Dec 26 18:34:07 GMT+01:00 2019,26-dic-2019 18:34:06.943,13.93382611,42.04758361,10.41,460.08782958984375,-0.66632664,8.0355854,5.78588772,25.32761955,3.94817662,-,1601.5,3.79009247,460.08782959,42.04758453,13.93382645,0.12351973,0.94145966,0.49370182,0.12024204,3018
Thu Dec 26 18:34:08 GMT+01:00 2019,26-dic-2019 18:34:07.794,13.933714800000002,42.04763386,10.74,460.210205078125,0.62723184,9.62618256,5.58466721,16.65460396,6.00422049,-,1623.5,3.79009247,460.21020508,42.04763412,13.93371487,-0.00467866,0.9294945,0.27393317,0.00224446,3019
Thu Dec 26 18:34:09 GMT+01:00 2019,26-dic-2019 18:34:08.643,13.93359419,42.04768013,11.04,460.41607666015625,1.22370601,8.76381016,4.38692808,17.4579792,5.72792053,-,1667.5,3.79009247,460.41607666,42.0476799,13.93359375,0.03414714,0.84964526,0.26611915,-0.07388339999999999,3020
Thu Dec 26 18:34:09 GMT+01:00 2019,26-dic-2019 18:34:09.374,13.93359419,42.04768013,11.04,460.41607666015625,1.38180757,9.09917641,3.71858931,108.50817871,0.9215703,-,1647,3.79009247,460.41607666,42.0476799,13.93359375,-0.0290974,0.99176222,0.40652695,0.11438622,3021
Thu Dec 26 18:34:10 GMT+01:00 2019,26-dic-2019 18:34:10.222,13.9334684,42.04771146,10.88,460.2972412109375,0.84761584,7.86311054,2.14715552,181.2480011,0,-,1642.5,3.79009247,460.29724121,42.04771042,13.93346882,0.28590435,0.81863344,0.40017805,0.00138149,3021
Thu Dec 26 18:34:11 GMT+01:00 2019,26-dic-2019 18:34:11.073,13.93334204,42.04773658,10.77,460.17724609375,0.95541239,10.16037369,3.93657804,181.2480011,0,-,1619,3.79009247,460.17724609,42.04773712,13.93334198,0.08420555,0.93901783,0.24243299999999998,0.00339073,3022
Thu Dec 26 18:34:12 GMT+01:00 2019,26-dic-2019 18:34:11.801,13.93321486,42.04775706,10.68,460.3145751953125,1.69801068,9.21415997,4.88039684,181.2480011,0,-,1587.5,3.79009247,460.31457520000004,42.0477562,13.93321514,0.1645432,0.94658756,0.56427199,0.16845711,3023
Thu Dec 26 18:34:13 GMT+01:00 2019,26-dic-2019 18:34:12.640,13.93308495,42.04778009,10.65,460.44830322265625,0.33019245,14.48181725,2.67176533,181.2480011,0,-,1580.5,3.79009247,460.44830322,42.04777908,13.93308449,0.14207798,0.82986599,0.6543770999999999,0.13085002,3024
Thu Dec 26 18:34:13 GMT+01:00 2019,26-dic-2019 18:34:13.362,13.93308495,42.04778009,10.65,460.44830322265625,2.27292562,8.86202526,3.72338057,181.2480011,0,-,1573,3.79009247,460.44830322,42.04777908,13.93308449,0.20800856,0.9021455,0.25537491,-0.00798313,3025
Thu Dec 26 18:34:14 GMT+01:00 2019,26-dic-2019 18:34:14.080,13.93296603,42.04779975,10.33,459.9476318359375,2.80472183,9.73637486,3.32812643,181.2480011,0,-,1547,3.79009247,459.94763184,42.04779816,13.93296623,0.27198568,0.89726168,0.19310713,-0.01733731,3025
Thu Dec 26 18:34:15 GMT+01:00 2019,26-dic-2019 18:34:14.902,13.93284118,42.04782038,10.32,459.7725830078125,0.17448635,11.48507404,2.8729856,50.32122421,1.9871918,-,1575.5,3.79009247,459.77258301,42.04782104,13.9328413,0.01778658,1.17075169,0.19286296,0.20736906,3026
Thu Dec 26 18:34:16 GMT+01:00 2019,26-dic-2019 18:34:15.630,13.93271255,42.04784401,10.69,459.5982666015625,2.62026978,9.51599121,4.33901834,26.32206535,3.79901505,-,1597,3.79009247,459.59826660000004,42.04784393,13.93271255,0.15428734,0.8552615,0.36135224,-0.01573159,3027
Thu Dec 26 18:34:16 GMT+01:00 2019,26-dic-2019 18:34:16.471,13.93271255,42.04784401,10.69,459.5982666015625,0.21281402,9.7770977,1.49079442,22.04043388,4.53702164,-,1624.5,3.79009247,459.59826660000004,42.04784393,13.93271255,0.11765923,1.00299489,0.11740907,0.03336262,3028
Thu Dec 26 18:34:17 GMT+01:00 2019,26-dic-2019 18:34:17.323,13.93258896,42.04786454,10.33,459.75982666015625,0.65837306,10.88620377,7.1992197,21.88611984,4.56901073,-,1618.5,3.79009247,459.75982666,42.04786301,13.93258858,-0.03617883,1.00519252,0.07907161,0.02200828,3029
Thu Dec 26 18:34:18 GMT+01:00 2019,26-dic-2019 18:34:18.051,13.93245705,42.04789238,10.66,459.55548095703125,2.89575005,9.23332405,3.63714314,181.2480011,0,-,1617,3.79009247,459.55548096,42.04789352,13.93245697,0.34841633,0.98541337,0.25952613,0.10567959,3029
Thu Dec 26 18:34:19 GMT+01:00 2019,26-dic-2019 18:34:18.894,13.9323299,42.04792304,10.74,459.8436279296875,2.36155844,9.15187836,3.08618307,181.2480011,0,-,1606.5,3.79009247,459.84362793,42.04792404,13.93233013,0.19042708,0.9001918999999999,0.32887536,0.01550298,3030
